Trans. Date,Post Date,Description,Amount,Category
05/04/2023,05/04/2023,"FASTRAK CSC 415-486-8655 CA",25.00,"Travel/ Entertainment"
05/04/2023,05/04/2023,"INTERVIEW QUERY 6504513704 CA",59.00,"Services"
05/04/2023,05/04/2023,"SP MANDUKA 3104261495 CAAPPLE PAY ENDING IN 1455",109.63,"Merchandise"
05/04/2023,05/04/2023,"SP PACSAFE 2067227233 WA",96.47,"Merchandise"
05/04/2023,05/04/2023,"SPROUTS FARMERS MARSSS DALY CITY CA",110.58,"Supermarkets"
05/04/2023,05/04/2023,"TARGET 00014076091 DALY CITY CA",54.50,"Supermarkets"
05/06/2023,05/06/2023,"ATI10845-05060180 310-627-2866 CAAPPLE PAY ENDING IN 1455",33.20,"Travel/ Entertainment"
05/06/2023,05/06/2023,"CENTURY THEATRES 494 SAN BRUNO CA0494008A7A38",10.95,"Travel/ Entertainment"
05/06/2023,05/06/2023,"PP*COASTAL CURL OAKLAND CA",150.00,"Services"
05/06/2023,05/06/2023,"SQ *MATCHA CAFE MAIKO SAN FRANCISCOCA0001152921512757654100",12.86,"Restaurants"
05/07/2023,05/07/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD6V6T19A0",9.99,"Merchandise"
05/07/2023,05/07/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD6MTHKDA0",38.14,"Merchandise"
05/07/2023,05/07/2023,"CRUMBL* SHIPPING 8014101313 UT",68.04,"Supermarkets"
05/07/2023,05/07/2023,"DAISO BA07 JPN TOWN UBOC SAN FRANCISCOCA",4.75,"Merchandise"
05/07/2023,05/07/2023,"SQ *THE EPICUREAN TRAD SAN FRANCISCOCA0001152921512760635944",44.49,"Supermarkets"
05/07/2023,05/07/2023,"WEST COAST CONFECTION 4252207805 CA",40.00,"Merchandise"
05/08/2023,05/08/2023,"7-ELEVEN 27768 SUNNYVALE CA",7.23,"Gasoline"
05/08/2023,05/08/2023,"AAA REDWOOD CITY REDWOOD CITY CA22314",20.00,"Services"
05/08/2023,05/08/2023,"SQ *TACOS EL NOA NOA SUNNYVALE CA0001152921512766409329",13.35,"Restaurants"
05/09/2023,05/09/2023,"BERT'S STADIUM SPORTS BA SUNNYVALE CA",60.00,"Restaurants"
05/09/2023,05/09/2023,"CITY OF SM PW PARKING ME SAN MATEO CA",1.00,"Services"
05/09/2023,05/09/2023,"GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0RE6BVI",72.99,"Services"
05/09/2023,05/09/2023,"TST* CHE FICO SAN FRANCISCOCA00043356011644879331AA",96.47,"Restaurants"
05/09/2023,05/09/2023,"USPS PO 0568940251 SAN MATEO CA",38.18,"Government Services"
05/10/2023,05/10/2023,"CHIPOTLE 2028 SAN MATEO CA",13.70,"Restaurants"
05/10/2023,05/10/2023,"WHOLEFDS SMT 10150 SAN MATEO CA",61.62,"Supermarkets"
05/11/2023,05/11/2023,"AFFIRM.COM PAYMENTS 8554233729 CA",51.52,"Merchandise"
05/11/2023,05/11/2023,"AMZN MKTP US*1Q97M66P3 AMZN.COM/BILLWA31PBDZEL4IV",35.68,"Merchandise"
05/11/2023,05/11/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD73MWTBA0",16.95,"Merchandise"
05/11/2023,05/11/2023,"CCBILL.COM 888-5969279 AZ",9.66,"Merchandise"
05/11/2023,05/11/2023,"UBER TRIP 866-576-1039 CA",1.00,"Travel/ Entertainment"
05/11/2023,05/11/2023,"UBER TRIP 866-576-1039 CA",3.00,"Travel/ Entertainment"
05/11/2023,05/11/2023,"UBER TRIP 866-576-1039 CA",13.90,"Travel/ Entertainment"
05/11/2023,05/11/2023,"UBER TRIP 866-576-1039 CA",14.98,"Travel/ Entertainment"
05/12/2023,05/12/2023,"BEST OF THAI NOODLE SAN FRANCISCOCA",45.30,"Restaurants"
05/12/2023,05/12/2023,"CROSSROADS TRADING CO- SAN FRANCISCOCA",36.54,"Merchandise"
05/12/2023,05/12/2023,"GOODWILL OF SAN FRANCI SAN FRANCISCOCA",10.00,"Merchandise"
05/12/2023,05/12/2023,"SP KAYO ANIME CLOT 6463129658 CA",117.32,"Merchandise"
05/12/2023,05/12/2023,"SQUARE ENIX 310-846-0345 CASQUARE ENIX",77.94,"Travel/ Entertainment"
05/13/2023,05/13/2023,"DOG PATCH SFO T1 SAN FRANCISCOCA",8.80,"Restaurants"
05/13/2023,05/13/2023,"MOTEL SAKURA GLENDALE CA",190.40,"Travel/ Entertainment"
05/13/2023,05/13/2023,"SQ *ROSE BOWL SPECIAL PASADENA CA0001152921512786603081",35.72,"Restaurants"
05/13/2023,05/13/2023,"SQ *ROSE BOWL SPECIAL SAN DIEGO CA0001152921512785339827",5.29,"Restaurants"
05/13/2023,05/13/2023,"UBER TRIP 866-576-1039 CA",16.73,"Travel/ Entertainment"
05/13/2023,05/13/2023,"UBER TRIP 866-576-1039 CA",18.93,"Travel/ Entertainment"
05/13/2023,05/13/2023,"UBER TRIP 866-576-1039 CA",42.98,"Travel/ Entertainment"
05/13/2023,05/13/2023,"UBER* TRIP 8665761039 CA",5.00,"Travel/ Entertainment"
05/13/2023,05/13/2023,"UBER* TRIP 8665761039 CA",66.92,"Travel/ Entertainment"
05/14/2023,05/14/2023,"HARVARD BUS EDUCATION 617-783-7600 MA4373424",51.25,"Merchandise"
05/14/2023,05/14/2023,"PY *URBAN REMEDY UNION S SAN FRANCISCOCA",19.53,"Supermarkets"
05/14/2023,05/14/2023,"SQ *GIO GELATO ITALIAN SAN FRANCISCOCA0001152921512789145824",10.68,"Supermarkets"
05/14/2023,05/14/2023,"SQ *THE ITALIAN HOMEMA SAN FRANCISCOCA0001152921512788602132",19.16,"Restaurants"
05/14/2023,05/14/2023,"UBER TRIP 866-576-1039 CA",5.00,"Travel/ Entertainment"
05/14/2023,05/14/2023,"UBER TRIP 866-576-1039 CA",15.94,"Travel/ Entertainment"
05/15/2023,05/15/2023,"CARBON HEALTH 4152002133 CA",33.82,"Medical Services"
05/15/2023,05/15/2023,"LYFT *1 RIDE 05-13 855-865-9553 CA",86.99,"Travel/ Entertainment"
05/16/2023,05/16/2023,"AMAZON.COM*QU3PZ72H3 AMZN.COM/BILLWA38UH4KR2QQY",22.08,"Merchandise"
05/16/2023,05/16/2023,"AMZN MKTP US*FY8F70SH3 AMZN.COM/BILLWA7E3FBWDH7Z7",71.00,"Merchandise"
05/16/2023,05/16/2023,"F45 REDWOOD CITY 4085987324 CA",30.00,"Travel/ Entertainment"
05/16/2023,05/16/2023,"F45 REDWOOD CITY 4085987324 CA",30.00,"Travel/ Entertainment"
05/16/2023,05/16/2023,"INTERNET PAYMENT - THANK YOU",-2729.82,"Payments and Credits"
05/16/2023,05/16/2023,"PAYPAL *CRUNCHYROLL 402-935-7733 CA",7.99,"Services"
05/16/2023,05/16/2023,"SPROUTS FARMERS MARSSS DALY CITY CA",163.03,"Supermarkets"
05/16/2023,05/16/2023,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",88.02,"Merchandise"
05/16/2023,05/16/2023,"TARGET 00010546091 SAN BRUNO CA",141.05,"Supermarkets"
05/17/2023,05/17/2023,"AMZN MKTP US*DJ7439SE3 AMZN.COM/BILLWA6QCKAISGTB5",39.17,"Merchandise"
05/17/2023,05/17/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD782JWVA0",3.17,"Merchandise"
05/17/2023,05/17/2023,"ONNIT 6827428 855-666-4899 TX",40.23,"Supermarkets"
05/17/2023,05/17/2023,"POPEYES 12433 MILPITAS CA",11.68,"Restaurants"
05/17/2023,05/17/2023,"SAN ANTONIO VALERO MOUNTAIN VIEWCA",55.19,"Gasoline"
05/17/2023,05/17/2023,"TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT",111.63,"Merchandise"
05/17/2023,05/17/2023,"WALGREENS #0625 MILLBRAE CA",30.73,"Merchandise"
05/18/2023,05/18/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD7LYDGHA0",7.41,"Merchandise"
05/18/2023,05/18/2023,"BONOBOS 1-877-294-7737 NEW YORK NY",154.35,"Merchandise"
05/18/2023,05/18/2023,"F45 TRAINING SAN MATEO 6502740896 CA",25.00,"Travel/ Entertainment"
05/18/2023,05/18/2023,"F45 TRAINING SAN MATEO 6502740896 CA",25.00,"Travel/ Entertainment"
05/19/2023,05/19/2023,"ASICS CORPORATION IRVINE CA",159.55,"Merchandise"
05/19/2023,05/19/2023,"FEDEX940837088448 901-4348994 TN",4.05,"Services"
05/19/2023,05/19/2023,"LA DOLCE VITA GELATO MILPITAS CA",10.70,"Restaurants"
05/19/2023,05/19/2023,"MINISO GREAT MALL MILPITAS CA",36.75,"Merchandise"
05/19/2023,05/19/2023,"SPROUTS FARMERS MARSSS DALY CITY CA",57.50,"Supermarkets"
05/19/2023,05/19/2023,"TARGET 00003202091 DALY CITY CA",24.04,"Supermarkets"
05/20/2023,05/20/2023,"CLR*YOGASIX6505342692 650-534-2692 CACLR*YOGASIX6505342692",34.61,"Travel/ Entertainment"
05/20/2023,05/20/2023,"GOLDEN BOY PIZZA SM SAN MATEO CA",15.96,"Restaurants"
05/20/2023,05/20/2023,"REI #83 SAN FRANCISCO SAN FRANCISCOCA2008440830256457",72.75,"Merchandise"
05/20/2023,05/20/2023,"UNIQLO USA LLC NEW YORK NY",76.45,"Merchandise"
05/20/2023,05/20/2023,"UNIQLO USA LLC NEW YORK NY",163.80,"Merchandise"
05/21/2023,05/21/2023,"CCBILL.COM 888-5969279 AZ",10.63,"Merchandise"
05/21/2023,05/21/2023,"FASTRAK CSC 415-486-8655 CA",25.00,"Travel/ Entertainment"
05/21/2023,05/21/2023,"SHELL57444215701 SAN MATEO CA",50.31,"Gasoline"
05/21/2023,05/21/2023,"THE SPORTS BASEMENT REDW REDWOOD CITY CA",27.17,"Merchandise"
05/22/2023,05/22/2023,"1-800 CONTACTS, INC. 800-266-8228 UT",0.01,"Medical Services"
05/22/2023,05/22/2023,"1-800 CONTACTS, INC. 800-266-8228 UT",129.97,"Medical Services"
05/22/2023,05/22/2023,"AMZN MKTP US*0B1421OH3 AMZN.COM/BILLWA14Q5CF71KPK",32.88,"Merchandise"
05/22/2023,05/22/2023,"AMZN MKTP US*GR55S7T43 AMZN.COM/BILLWA4C1XM6PKYDW",60.24,"Merchandise"
05/22/2023,05/22/2023,"CARBON HEALTH 4152002133 CA",14.28,"Medical Services"
05/22/2023,05/22/2023,"F45 REDWOOD CITY 4085987324 CA",30.00,"Travel/ Entertainment"
05/22/2023,05/22/2023,"GA INST TECH PAYPATH 9135996699 KS",932.00,"Education"
05/22/2023,05/22/2023,"TARGET 00011221091 SAN MATEO CA",8.50,"Supermarkets"
05/22/2023,05/22/2023,"TN GA INST TECH PAYPATH 9135996699 KS",27.49,"Education"
05/23/2023,05/23/2023,"ADIDAS 6531 SAN FRANCI SAN FRANCISCOCA",92.38,"Merchandise"
05/23/2023,05/23/2023,"AMZN MKTP US*NT1FI7NP3 AMZN.COM/BILLWA38ZGIH88Q02",82.21,"Merchandise"
05/23/2023,05/23/2023,"ASICS CORPORATION IRVINE CA",159.55,"Merchandise"
05/23/2023,05/23/2023,"CCBILL.COM 888-5969279 AZ",4.25,"Merchandise"
05/23/2023,05/23/2023,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
05/23/2023,05/23/2023,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
05/23/2023,05/23/2023,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
05/23/2023,05/23/2023,"FANTASYMATH.COM 9204509068 WI",79.00,"Merchandise"
05/23/2023,05/23/2023,"SAFEWAY #2878 MILLBRAE CA",40.69,"Supermarkets"
05/23/2023,05/23/2023,"SQ *SHAKE SHACK SAN MATEO CA0001152921512819154137",23.05,"Restaurants"
05/23/2023,05/23/2023,"UBER TRIP 866-576-1039 CA",1.00,"Travel/ Entertainment"
05/23/2023,05/23/2023,"UBER TRIP 866-576-1039 CA",7.49,"Travel/ Entertainment"
05/23/2023,05/23/2023,"UBER TRIP 866-576-1039 CA",12.95,"Travel/ Entertainment"
05/23/2023,05/23/2023,"UBER TRIP 866-576-1039 CA",49.98,"Travel/ Entertainment"
05/23/2023,05/23/2023,"UBER* TRIP 8665761039 CA",8.98,"Travel/ Entertainment"
05/23/2023,05/23/2023,"VENMO 855-812-4430 NY",74.68,"Services"
05/23/2023,05/23/2023,"WALGREENS #0625 MILLBRAE CA",9.00,"Merchandise"
05/25/2023,05/25/2023,"AFFIRM.COM PAYMENTS 8554233729 CA",51.52,"Merchandise"
05/25/2023,05/25/2023,"AMZN MKTP US*E264Z7NR3 AMZN.COM/BILLWA7IFZAHK9H1Z",17.90,"Merchandise"
05/25/2023,05/25/2023,"AMZN MKTP US*NW3PJ48T3 AMZN.COM/BILLWA1VLDO5GHAK1",11.57,"Merchandise"
05/25/2023,05/25/2023,"LEETCODE.COM 9167018853 CA",35.00,"Merchandise"
05/25/2023,05/25/2023,"TST* SIMPLYCAKE SF SAN MATEO CA00082246011888581925AA",8.53,"Restaurants"
05/25/2023,05/25/2023,"UBER* TRIP 8665761039 CA",1.00,"Travel/ Entertainment"
05/25/2023,05/25/2023,"UBER* TRIP 8665761039 CA",8.96,"Travel/ Entertainment"
05/26/2023,05/26/2023,"FARMER'S FRIDGE CHICAGO IL02677R",21.84,"Supermarkets"
05/26/2023,05/26/2023,"SFO THE PLANT SAN FRANCISCOCA02667R",21.97,"Restaurants"
05/26/2023,05/26/2023,"UBER TRIP 866-576-1039 CA",1.00,"Travel/ Entertainment"
05/26/2023,05/26/2023,"UBER TRIP 866-576-1039 CA",20.02,"Travel/ Entertainment"
05/26/2023,05/26/2023,"UBER* TRIP 8665761039 CA",1.00,"Travel/ Entertainment"
05/26/2023,05/26/2023,"UNUSUAL TIMES EWR NEWARK NJ1593",46.24,"Restaurants"
05/27/2023,05/27/2023,"LIM*RIDE COST 0974595221 FRAAPPLE PAY ENDING IN 14557.25 @ 00000001.0739293 EUR",7.79,"Travel/ Entertainment"
05/27/2023,05/27/2023,"LIM*SUBSCRIPTION COST 0974595221 FRAAPPLE PAY ENDING IN 14557.99 @ 00000001.0739293 EUR",8.58,"Travel/ Entertainment"
05/27/2023,05/27/2023,"TIQETS INC PA PAAPPLE PAY ENDING IN 1455",37.56,"Travel/ Entertainment"
05/27/2023,05/27/2023,"TIQETS INC PA PAAPPLE PAY ENDING IN 1455",87.51,"Travel/ Entertainment"
05/27/2023,05/27/2023,"UBER TRIP 866-576-1039 CA",41.72,"Travel/ Entertainment"
05/27/2023,05/27/2023,"UBER TRIP 866-576-1039 CA",216.34,"Travel/ Entertainment"
05/28/2023,05/28/2023,"AMAZON.COM*VS7RX0HD3 AMZN.COM/BILLWAQ8UCZKHE08I",22.08,"Merchandise"
05/28/2023,05/28/2023,"LIM*RIDE COST 0974595221 FRAAPPLE PAY ENDING IN 14552.75 @ 00000001.0739293 EUR",2.95,"Travel/ Entertainment"
05/29/2023,05/29/2023,"TIQETS INC PA PAAPPLE PAY ENDING IN 1455",36.48,"Travel/ Entertainment"
05/31/2023,05/31/2023,"INTERNET PAYMENT - THANK YOU",-2432.53,"Payments and Credits"
05/31/2023,06/01/2023,"ASICS CORPORATION IRVINE CA",-131.55,"Payments and Credits"
06/01/2023,06/01/2023,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
06/01/2023,06/01/2023,"DENT 036416349688 DEUAPPLE PAY ENDING IN 1455",7.99,"Merchandise"
06/01/2023,06/01/2023,"SPOTIFY P2372B5402 8777781161 NY",4.99,"Merchandise"
06/01/2023,06/03/2023,"NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT",10.59,"Merchandise"
06/01/2023,06/03/2023,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
06/02/2023,06/02/2023,"ONEPASS 877-515-9364 MN115996",125.10,"Services"
06/02/2023,06/02/2023,"ONEPASS 877-515-9364 MN114582",139.00,"Services"
06/02/2023,06/03/2023,"KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
06/03/2023,06/03/2023,"AUTOMATIC STATEMENT CREDIT",-80.78,"Awards and Rebate Credits"
06/03/2023,06/03/2023,"GOOGLE *YT PRIMETIME G.CO/HELPPAY#CAP0SGQC6O",15.89,"Services"
06/04/2023,06/04/2023,"INTERVIEW QUERY 6504513704 CA",59.00,"Merchandise"
06/05/2023,06/05/2023,"ATI8363-060519302 310-627-2866 CAAPPLE PAY ENDING IN 1455",17.20,"Travel/ Entertainment"
06/06/2023,06/06/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD90BDDSA0",9.99,"Merchandise"
06/08/2023,06/08/2023,"AFFIRM.COM PAYMENTS 8554233729 CA",51.54,"Merchandise"
06/09/2023,06/09/2023,"GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0SQDURP",72.99,"Services"
06/09/2023,06/09/2023,"TIQETS INC PA PAAPPLE PAY ENDING IN 1455",38.80,"Travel/ Entertainment"
06/11/2023,06/11/2023,"PANDA EXPRESS #907 P 800-877-8988 CA",13.32,"Restaurants"
06/12/2023,06/12/2023,"CCBILL.COM 888-5969279 AZ",10.63,"Merchandise"
06/13/2023,06/13/2023,"AMAZON.COM*8Y6XC4UF3 AMZN.COM/BILLWA4DQ9YX77JH4",22.08,"Merchandise"
06/13/2023,06/13/2023,"ETSY.COM BROOKLYN NYAPPLE PAY ENDING IN 1455",44.95,"Merchandise"
06/13/2023,06/13/2023,"PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455",9.37,"Restaurants"
06/13/2023,06/13/2023,"SPROUTS FARMERS MARSSS DALY CITY CA",91.74,"Supermarkets"
06/14/2023,06/14/2023,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
06/14/2023,06/14/2023,"FASTRAK VIOLATION CENT 415-486-8655 CA",12.00,"Travel/ Entertainment"
06/14/2023,06/14/2023,"INTERNET PAYMENT - THANK YOU",-2487.02,"Payments and Credits"
06/14/2023,06/14/2023,"LYFT *MEMB JUN 8552800278 CA",9.99,"Travel/ Entertainment"
06/14/2023,06/14/2023,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",88.02,"Merchandise"
06/16/2023,06/16/2023,"CCBILL.COM 888-5969279 AZ",12.92,"Merchandise"
06/16/2023,06/16/2023,"PAYPAL *CRUNCHYROLL 402-935-7733 CA",7.99,"Services"
06/16/2023,06/16/2023,"TOMO SUSHI AND TERIYAKI DALY CITY CA",18.68,"Restaurants"
06/16/2023,06/16/2023,"VENMO 855-812-4430 NY",88.39,"Services"
06/17/2023,06/17/2023,"APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455",7.41,"Merchandise"
06/17/2023,06/17/2023,"CCBILL.COM 888-5969279 AZ",8.49,"Merchandise"
06/17/2023,06/17/2023,"CCBILL.COM 888-5969279 AZ",10.35,"Merchandise"
06/17/2023,06/17/2023,"TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT",111.63,"Merchandise"
06/18/2023,06/18/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD99VN1VA0",20.12,"Merchandise"
06/19/2023,06/19/2023,"1XDATASPELL SAN MATEO CA",79.00,"Merchandise"
06/21/2023,06/21/2023,"ATI49980-06020339 310-627-2866 CAAPPLE PAY ENDING IN 1455",20.78,"Travel/ Entertainment"
06/25/2023,06/25/2023,"LEETCODE.COM 9167018853 CA",35.00,"Merchandise"
06/25/2023,06/25/2023,"WALGREENS #0625 MILLBRAE CA",21.77,"Merchandise"
06/26/2023,06/26/2023,"AMZN MKTP US*EH8WL46Y3 AMZN.COM/BILLWA4NEEZLU4KD4",25.19,"Merchandise"
06/26/2023,06/26/2023,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
06/26/2023,06/26/2023,"USPS PO 0510350110 BURLINGAME CA",20.88,"Government Services"
06/26/2023,06/26/2023,"USPS PO 0510350110 BURLINGAME CA",25.45,"Government Services"
06/27/2023,06/27/2023,"AMAZON.COM*GP1TT39Y3 AMZN.COM/BILLWA5VH657BXUC9",22.08,"Merchandise"
06/27/2023,06/27/2023,"AMZN MKTP US*D998272J3 AMZN.COM/BILLWA2HON34BLB2I",9.85,"Merchandise"
06/29/2023,06/29/2023,"SQ *HOLY GELATO SAN FRANCISCOCA0001152921512929882524",11.95,"Supermarkets"
06/29/2023,06/29/2023,"UDEMY: ONLINE COURSES 8888385432 CA",19.99,"Education"
06/30/2023,06/30/2023,"WALGREENS #0625 MILLBRAE CA",20.00,"Merchandise"
07/01/2023,07/01/2023,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
07/01/2023,07/01/2023,"SPOTIFY P2410D44F9 8777781161 NY",4.99,"Merchandise"
07/01/2023,07/03/2023,"NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT",10.59,"Merchandise"
07/01/2023,07/03/2023,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
07/02/2023,07/02/2023,"ONEPASS 877-515-9364 MN131030",125.10,"Services"
07/02/2023,07/02/2023,"ONEPASS 877-515-9364 MN129885",139.00,"Services"
07/02/2023,07/03/2023,"KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
07/02/2023,07/03/2023,"SAFEWAY #1547 BURLINGAME CA",22.35,"Supermarkets"
07/03/2023,07/03/2023,"AUTOMATIC STATEMENT CREDIT",-17.19,"Awards and Rebate Credits"
07/03/2023,07/03/2023,"OTF SAN MATEO 650-4870404 CA",4.39,"Travel/ Entertainment"
07/03/2023,07/03/2023,"WALGREENS #0625 MILLBRAE CA",20.67,"Merchandise"
07/04/2023,07/04/2023,"BEVERAGES & MORE #119 BURLINGAME CA",60.92,"Merchandise"
07/04/2023,07/04/2023,"SAFEWAY #0999 FOSTER CITY CA",6.00,"Supermarkets"
07/04/2023,07/04/2023,"TARGET 00011221091 SAN MATEO CA",36.17,"Supermarkets"
07/04/2023,07/04/2023,"TARGET 00011221091 SAN MATEO CA",307.10,"Supermarkets"
07/05/2023,07/05/2023,"CCBILL.COM 888-5969279 AZ",6.37,"Merchandise"
07/06/2023,07/06/2023,"APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455",9.99,"Merchandise"
07/06/2023,07/06/2023,"SFMOMA MUSEUM STORE SAN FRANCISCOCA00690R",13.04,"Travel/ Entertainment"
07/06/2023,07/07/2023,"TARGET 00033530091 DALY CITY CA",-153.45,"Payments and Credits"
07/07/2023,07/07/2023,"SAFEWAY #1547 BURLINGAME CA",28.62,"Supermarkets"
07/07/2023,07/07/2023,"TARGET 00011221091 SAN MATEO CA",59.44,"Supermarkets"
07/08/2023,07/08/2023,"MOVEMENT SANTA CLARA 5413165747 CO",5.00,"Travel/ Entertainment"
07/08/2023,07/08/2023,"OAKLEY B004 MILPITAS CA",243.74,"Medical Services"
07/09/2023,07/09/2023,"CCBILL.COM 888-5969279 AZ",10.63,"Merchandise"
07/09/2023,07/09/2023,"CCBILL.COM 888-5969279 AZ",15.95,"Merchandise"
07/09/2023,07/09/2023,"SQ *CAFE SIETE BURLINGAME CA0001152921512960337074",22.10,"Restaurants"
07/09/2023,07/09/2023,"WALGREENS #0625 MILLBRAE CA",20.00,"Merchandise"
07/09/2023,07/09/2023,"WALGREENS #0625 MILLBRAE CA",30.45,"Merchandise"
07/10/2023,07/10/2023,"AMAZON.COM*9N7KY81L3 AMZN.COM/BILLWA1RWA4YTUU2S",22.08,"Merchandise"
07/10/2023,07/10/2023,"AMZN MKTP US*YQ7W86013 AMZN.COM/BILLWA5W8CMM91JWI",22.99,"Merchandise"
07/10/2023,07/10/2023,"WHOLEFDS SMT 10150 SAN MATEO CA",49.37,"Supermarkets"
07/11/2023,07/11/2023,"APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455",16.95,"Merchandise"
07/11/2023,07/11/2023,"CARBON HEALTH 4152002133 CA",22.96,"Medical Services"
07/11/2023,07/11/2023,"INTERNET PAYMENT - THANK YOU",-2118.23,"Payments and Credits"
07/13/2023,07/13/2023,"CCBILL.COM 888-5969279 AZ",5.32,"Merchandise"
07/13/2023,07/13/2023,"WALGREENS #0625 MILLBRAE CA",41.54,"Merchandise"
07/14/2023,07/14/2023,"MCDONALDS 416 REDWOOD CITY CA",9.98,"Restaurants"
07/14/2023,07/14/2023,"OTF SAN MATEO 650-4870404 CA",5.48,"Travel/ Entertainment"
07/14/2023,07/14/2023,"SQ *CAFE SIETE BURLINGAME CA0001152921512976380865",6.30,"Restaurants"
07/14/2023,07/14/2023,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",88.02,"Merchandise"
07/15/2023,07/15/2023,"SQ *BOBA GUYS POTRERO SAN FRANCISCOCA0001152921512980421691",4.20,"Restaurants"
07/15/2023,07/15/2023,"SQ *MONARCH BEVERAGE C SAN FRANCISCOCA0002305843018002898080",14.95,"Restaurants"
07/16/2023,07/16/2023,"ATI10845-07510043 310-627-2866 CAAPPLE PAY ENDING IN 1455",5.00,"Travel/ Entertainment"
07/16/2023,07/16/2023,"MCDONALDS 16932 SAN FRANCISCOCA",4.66,"Restaurants"
07/16/2023,07/16/2023,"PAYPAL *CRUNCHYROLL 402-935-7733 CA",7.99,"Services"
07/17/2023,07/17/2023,"FASTRAK CSC 415-486-8655 CA",35.00,"Travel/ Entertainment"
07/17/2023,07/17/2023,"GOFUNDME HOMOSEXUAL WA REDWOOD CITY CA",50.00,"Services"
07/17/2023,07/17/2023,"TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT",232.39,"Merchandise"
07/18/2023,07/18/2023,"AMZN MKTP US*C815N4833 AMZN.COM/BILLWA40G984MFQ73",87.69,"Merchandise"
07/19/2023,07/19/2023,"CCBILL.COM 888-5969279 AZ",9.57,"Merchandise"
07/20/2023,07/20/2023,"ATI10113-07910185 310-627-2866 CAAPPLE PAY ENDING IN 1455",23.70,"Travel/ Entertainment"
07/20/2023,07/20/2023,"CENTURY THEATRES 399 MOUNTAIN VIEWCA03990093B758",13.15,"Travel/ Entertainment"
07/20/2023,07/20/2023,"WALGREENS #2126 SAN CARLOS CA",74.31,"Merchandise"
07/21/2023,07/21/2023,"CENTURY THEATRES 494 SAN BRUNO CA0494008BE7A2",5.40,"Travel/ Entertainment"
07/25/2023,07/25/2023,"AMAZON.COM*T68KE55Q0 AMZN.COM/BILLWAJILV9LLC61T",22.08,"Merchandise"
07/25/2023,07/25/2023,"INTERNET PAYMENT - THANK YOU",-500.00,"Payments and Credits"
07/25/2023,07/27/2023,"CCBILL.COM 888-5969279 AZ",-9.57,"Payments and Credits"
07/26/2023,07/26/2023,"CCBILL.COM 888-5969279 AZ",6.37,"Merchandise"
07/28/2023,07/28/2023,"LUCKY #748 SAN BRUNS9H SAN BRUNO CA",49.12,"Supermarkets"
07/29/2023,07/29/2023,"QUIZLET.COM 510-495-6550 CAP-08481062",7.99,"Education"
08/01/2023,08/01/2023,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
08/01/2023,08/01/2023,"SHIPT* ORDER 2055022500 AL",48.60,"Supermarkets"
