Trans. Date,Post Date,Description,Amount,Category,Year
3/23/2022,3/23/2022,TST* BOP & ROLL PHOENIX AZ,31.53,Restaurants,2022
3/23/2022,3/23/2022,TST* CRESCENT BALLROOM PHOENIX AZ00035514006464508949AA,15,Restaurants,2022
3/24/2022,3/24/2022,INTERNET PAYMENT - THANK YOU,-500,Payments and Credits,2022
3/25/2022,3/25/2022,TOCA BANNER 6868100020 888-2642127 AZ,392,Medical Services,2022
3/26/2022,3/26/2022,DNCSS MARYVALE BB CON PHOENIX AZ02670R,44.2,Restaurants,2022
3/26/2022,3/26/2022,PARKJOCKEY MIAMI FL,10,Services,2022
3/26/2022,3/26/2022,SQ *HAPPY ZACH'S FUN F PHOENIX AZ0002305843015381111051,12,Restaurants,2022
3/26/2022,3/26/2022,SQ *HAPPY ZACH'S FUN F PHOENIX AZ0002305843015381595274,16,Restaurants,2022
3/26/2022,3/26/2022,SQ *LA PARRILLA DEL GO PHOENIX AZAPPLE PAY ENDING IN 47750001152921511217585389,3.81,Restaurants,2022
3/26/2022,3/26/2022,SQ *LA PARRILLA DEL GO PHOENIX AZAPPLE PAY ENDING IN 47750002305843015383152546,19.12,Restaurants,2022
3/27/2022,3/27/2022,WALGREENS #5893 PHOENIX AZAPPLE PAY ENDING IN 4775,24.57,Merchandise,2022
3/29/2022,3/29/2022,DOORDASH*IL BOSCO PIZZ 6506819470 CAAPPLE PAY ENDING IN 4775,41.81,Restaurants,2022
3/29/2022,3/29/2022,TCKTWEB*JACOBCOLLIERDJ 800-965-4827 CAITEM TRANSFERRED FROM PREV ACCOUNT,77,Merchandise,2022
3/30/2022,3/30/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,29.83,Restaurants,2022
3/30/2022,4/3/2022,DISNEYPLUS 888-905-7888 CAITEM TRANSFERRED FROM PREV ACCOUNT,79.99,Merchandise,2022
4/1/2022,4/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,16.42,Merchandise,2022
4/1/2022,4/3/2022,SPOTIFY P1AA95185E 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
4/2/2022,4/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
4/3/2022,4/3/2022,PAYPAL *HULU 402-935-7733 CA,12.99,Services,2022
4/4/2022,4/4/2022,AMZN MKTP US*169FP2UB2 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,17.63,Merchandise,2022
4/4/2022,4/4/2022,SAFEWAY #2651 PHOENIX AZ,50.32,Supermarkets,2022
4/5/2022,4/5/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,79.38,Merchandise,2022
4/6/2022,4/6/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW8V590N4A0,10.59,Merchandise,2022
4/6/2022,4/6/2022,UST*USTA MEMBERSHIP 800-990-8782 NYITEM TRANSFERRED FROM PREV ACCOUNT,44,Merchandise,2022
4/7/2022,4/7/2022,A MEDIUM CORPORATION 415-508-5008 CA,50,Services,2022
4/7/2022,4/7/2022,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-65.15,Awards and Rebate Credits,2022
4/7/2022,4/7/2022,INTERNET PAYMENT - THANK YOU,-934.85,Payments and Credits,2022
4/7/2022,4/7/2022,SAFEWAY #2651 PHOENIX AZ,58.52,Supermarkets,2022
4/7/2022,4/7/2022,SOSOBA PHOENIX AZ,100,Restaurants,2022
4/7/2022,4/7/2022,UBER TRIP 866-576-1039 CA,11.13,Travel/ Entertainment,2022
4/7/2022,4/7/2022,UBER TRIP 866-576-1039 CA,32.55,Travel/ Entertainment,2022
4/7/2022,4/7/2022,WALGREENS #5893 PHOENIX AZ,4.76,Merchandise,2022
4/8/2022,4/8/2022,DRI*NVIDIA STORE NVIDIA.COM MNITEM TRANSFERRED FROM PREV ACCOUNT,4.99,Merchandise,2022
4/9/2022,4/9/2022,AMC 0127 ARIZONA CTR 2 PHOENIX AZ,5.53,Travel/ Entertainment,2022
4/9/2022,4/9/2022,AMC 0127 ARIZONA CTR 2 PHOENIX AZ,12.9,Travel/ Entertainment,2022
4/9/2022,4/9/2022,AMZN MKTP US*1H3DX4US0 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,172.67,Merchandise,2022
4/9/2022,4/9/2022,FANDANGO 866-857-5191 CA,15.5,Travel/ Entertainment,2022
4/9/2022,4/9/2022,JERSEY MIKES 9069 PHOENIX AZ,23.35,Restaurants,2022
4/9/2022,4/9/2022,UBER TRIP 866-576-1039 CA,12.64,Travel/ Entertainment,2022
4/10/2022,4/10/2022,AMC 0127 ARIZONA CTR 2 PHOENIX AZ,12.9,Travel/ Entertainment,2022
4/10/2022,4/10/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW8WNNX9GA0,15.89,Merchandise,2022
4/10/2022,4/10/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
4/10/2022,4/10/2022,UBER PENDING SAN FRANCISCOCA,11.19,Travel/ Entertainment,2022
4/10/2022,4/10/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,5,Travel/ Entertainment,2022
4/11/2022,4/11/2022,AMZN MKTP US*1H0DF7SN2 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,57.55,Merchandise,2022
4/11/2022,4/11/2022,ATI3997-040168136 310-627-2866 CAAPPLE PAY ENDING IN 4775,8,Travel/ Entertainment,2022
4/11/2022,4/11/2022,CHEBA HUT - PHOENIX AZ PHOENIX AZ,42.43,Restaurants,2022
4/11/2022,4/11/2022,GOOGLE *YOUTUBE G.CO/HELPPAY#CAP0IZVTPS,15.89,Services,2022
4/11/2022,4/11/2022,UBER PENDING SAN FRANCISCOCA,14.86,Travel/ Entertainment,2022
4/11/2022,4/11/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,5,Travel/ Entertainment,2022
4/12/2022,4/12/2022,AMAZON.COM*1A9W099W1 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,30,Merchandise,2022
4/12/2022,4/12/2022,CASPER SLEEP INC. 888-498-0003 NY,63.66,Merchandise,2022
4/13/2022,4/13/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,7.9,Merchandise,2022
4/13/2022,4/13/2022,SAFEWAY.COM #2651 877-505-4040 AZ42064559,51.31,Supermarkets,2022
4/13/2022,4/13/2022,UDEMY: ONLINE COURSES 8888385432 CA,21.71,Education,2022
4/14/2022,4/14/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,14.99,Merchandise,2022
4/14/2022,4/14/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW8X809J8A0,31.79,Merchandise,2022
4/14/2022,4/14/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,29.18,Restaurants,2022
4/14/2022,4/14/2022,SAFEWAY #2651 PHOENIX AZ,18.47,Supermarkets,2022
4/14/2022,4/14/2022,TST* POSTINO - ANNEX TEMPE AZ,71.55,Restaurants,2022
4/15/2022,4/15/2022,ENDGAME BAR MESA AZ,70,Restaurants,2022
4/16/2022,4/16/2022,GDP*VIMRAJ GLOBAL LLC CHANDLER AZ,49.48,Supermarkets,2022
4/16/2022,4/16/2022,ONLYFANS.COM 8886880458 IL,4.26,Merchandise,2022
4/16/2022,4/16/2022,UBER PENDING SAN FRANCISCOCA,33.56,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP 866-576-1039 CA,5.23,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP 866-576-1039 CA,9.6,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP 866-576-1039 CA,26.17,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP 866-576-1039 CA,30.71,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP 866-576-1039 CA,38.43,Travel/ Entertainment,2022
4/16/2022,4/16/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,4.6,Travel/ Entertainment,2022
4/17/2022,4/17/2022,JACOB COLLIER 6502396947 AZ,100,Merchandise,2022
4/17/2022,4/17/2022,TIP JACOB COLLIER 6502396947 AZ,10,Merchandise,2022
4/17/2022,4/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2022
4/17/2022,4/17/2022,TST* IL BOSCO PIZZA - 602-616-2556 AZ00040336006740827703AA,19.86,Restaurants,2022
4/17/2022,4/17/2022,UBER EATS 866-576-1039 CA,5.22,Restaurants,2022
4/17/2022,4/17/2022,UBER EATS 866-576-1039 CA,35.25,Restaurants,2022
4/17/2022,4/17/2022,UBER TRIP 866-576-1039 CA,5.03,Travel/ Entertainment,2022
4/17/2022,4/17/2022,ZIGGYS PIZZA AND STARDUS PHOENIX AZ,30,Restaurants,2022
4/18/2022,4/18/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW8YJVBLNA0,5.29,Merchandise,2022
4/18/2022,4/18/2022,TARGET.COM * 800-591-3869 MN,47.34,Merchandise,2022
4/19/2022,4/19/2022,SAFEWAY.COM #2651 877-505-4040 AZ42329306,47.46,Supermarkets,2022
4/20/2022,4/20/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0ILMSKP,70.58,Merchandise,2022
4/21/2022,4/21/2022,SAFEWAY #2651 PHOENIX AZ,51.25,Supermarkets,2022
4/22/2022,4/22/2022,SAFEWAY #2651 PHOENIX AZ,33.55,Supermarkets,2022
4/22/2022,4/22/2022,WALGREENS #5893 PHOENIX AZ,19.26,Merchandise,2022
4/23/2022,4/23/2022,ATI3997-042289030 310-627-2866 CAAPPLE PAY ENDING IN 4775,8,Travel/ Entertainment,2022
4/23/2022,4/23/2022,UBER PENDING SAN FRANCISCOCA,8.62,Travel/ Entertainment,2022
4/23/2022,4/23/2022,UBER TRIP 866-576-1039 CA,17.69,Travel/ Entertainment,2022
4/24/2022,4/24/2022,ONLYFANS 8886880458 FL,10.62,Merchandise,2022
4/24/2022,4/24/2022,ONLYFANS.COM 8886880458 IL,7.43,Merchandise,2022
4/24/2022,4/24/2022,ONLYFANS.COM 8886880458 IL,10.62,Merchandise,2022
4/25/2022,4/25/2022,2LEVY@BANK1 PHOENIX AZ,15.19,Restaurants,2022
4/25/2022,4/25/2022,2LEVY@BANK1 PHOENIX AZ,20.59,Restaurants,2022
4/25/2022,4/25/2022,8AZ DIAMOND11875804307 PHOENIX AZ,32.57,Merchandise,2022
4/25/2022,4/25/2022,ARIZONA DIAMONDBACKS PHOENIX AZ02548R,24,Travel/ Entertainment,2022
4/25/2022,4/25/2022,JIMMY JOHNS - 2500 PHOENIX AZ,12.57,Restaurants,2022
4/25/2022,4/25/2022,SAFEWAY #2651 PHOENIX AZ,30.36,Supermarkets,2022
4/26/2022,4/26/2022,CIRCLE K # 03447 PHOENIX AZ02652R,3.59,Gasoline,2022
4/26/2022,4/26/2022,ONLYFANS 8886880458 FL,7.43,Merchandise,2022
4/26/2022,4/26/2022,STAND UP LIVE TICKETS 480-7196100 AZ,20.96,Travel/ Entertainment,2022
4/26/2022,4/26/2022,TACOS CALAFIA PHOENIX AZ,6.23,Restaurants,2022
4/27/2022,4/27/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,27.84,Restaurants,2022
4/27/2022,4/27/2022,RAMEN KAGAWA PHOENIX AZ02701R,50,Restaurants,2022
4/27/2022,4/27/2022,STAND UP LIVE F&B PHOENIX AZ,30,Travel/ Entertainment,2022
4/28/2022,4/28/2022,TST* BBQ TRAPP HAUS - PHOENIX AZ00003553006868170442AA,16.28,Restaurants,2022
4/29/2022,4/29/2022,SAFEWAY #2651 PHOENIX AZ,69,Supermarkets,2022
4/30/2022,4/30/2022,LINKEDIN-781*2612004 LNKD.IN/BILL CA2212131974-7812612004,43.43,Merchandise,2022
5/1/2022,5/1/2022,R U 4 REAL AVONDALE AZ,45.67,Travel/ Entertainment,2022
5/1/2022,5/1/2022,THE CEREAL KILLERZ AZ GOODYEAR AZ,20.79,Restaurants,2022
5/1/2022,5/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise,2022
5/1/2022,5/3/2022,SPOTIFY P1B3856632 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
5/2/2022,5/2/2022,INTEREST CHARGE ON PURCHASES,50.48,Interest,2022
5/2/2022,5/3/2022,CAFE RIO 0150 GOODYEAR GOODYEAR AZ,27.41,Restaurants,2022
5/2/2022,5/3/2022,CIRCLE K # 03447 PHOENIX AZ00249R,1.08,Gasoline,2022
5/2/2022,5/3/2022,CIRCLE K # 03447 PHOENIX AZ00201R,3.79,Gasoline,2022
5/2/2022,5/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
5/2/2022,5/3/2022,PAYPAL *GAUSS LABS 888-221-1161 CA,37.5,Medical Services,2022
5/2/2022,5/3/2022,PAYPAL *WIDMO 402-935-7733 CA,149,Merchandise,2022
5/2/2022,5/3/2022,ROOSEVELT BARBER SHOP PHOENIX AZ,80.6,Services,2022
5/3/2022,5/3/2022,AMZN MKTP US*134QM7QQ1 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,42.98,Merchandise,2022
5/3/2022,5/3/2022,AMZN MKTP US*1Q1802SF0 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,30.4,Merchandise,2022
5/3/2022,5/3/2022,CIRCLE K # 03447 PHOENIX AZ00375R,7.97,Gasoline,2022
5/3/2022,5/3/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,79.38,Merchandise,2022
5/3/2022,5/3/2022,TARGET 00032615091 PHOENIX AZ,211.57,Merchandise,2022
5/3/2022,5/3/2022,UNITED AIRLINES 18004214655 TX,149,Travel/ Entertainment,2022
5/4/2022,5/4/2022,AMZN MKTP US*1Q4BA6I50 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,106.4,Merchandise,2022
5/4/2022,5/4/2022,COLLEGE TRANSCRIPT 703-742-4200 VA,10,Services,2022
5/4/2022,5/4/2022,OCULUS *8H3HJBKD92 OCULUS.COM CAP4743439395767898,32.57,Merchandise,2022
5/4/2022,5/4/2022,OCULUS *DPZG7BTD92 OCULUS.COM CAP4704985442946629,32.57,Merchandise,2022
5/4/2022,5/4/2022,OCULUS *EE2H7BTD92 OCULUS.COM CAP4704987899613050,21.71,Merchandise,2022
5/4/2022,5/4/2022,OCULUS *F7H6KBKD92 OCULUS.COM CAP4745779898867181,32.57,Merchandise,2022
5/4/2022,5/4/2022,UBER PENDING SAN FRANCISCOCA,16.81,Travel/ Entertainment,2022
5/5/2022,5/5/2022,AMAZON.COM*1Q9E85YR0 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,46.76,Merchandise,2022
5/5/2022,5/5/2022,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2022
5/5/2022,5/5/2022,LYFT *1 RIDE 05-04 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,27.99,Merchandise,2022
5/5/2022,5/5/2022,UBER PENDING SAN FRANCISCOCA,11.8,Travel/ Entertainment,2022
5/5/2022,5/5/2022,UBER PENDING SAN FRANCISCOCA,13.25,Travel/ Entertainment,2022
5/5/2022,5/5/2022,UBER TRIP 866-576-1039 CA,5,Travel/ Entertainment,2022
5/5/2022,5/5/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,5,Travel/ Entertainment,2022
5/6/2022,5/6/2022,UBER PASS 866-576-1039 CA,9.99,Travel/ Entertainment,2022
5/6/2022,5/6/2022,UBER TRIP 866-576-1039 CA,7.9,Travel/ Entertainment,2022
5/6/2022,5/6/2022,UBER TRIP 866-576-1039 CA,15.86,Travel/ Entertainment,2022
5/6/2022,5/6/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,5,Travel/ Entertainment,2022
5/7/2022,5/7/2022,UBER CORNERSHOP 866-576-1039 CA,36.36,Supermarkets,2022
5/7/2022,5/7/2022,UBER TRIP 866-576-1039 CA,19.41,Travel/ Entertainment,2022
5/8/2022,5/8/2022,AMAZON.COM*1L5GU1AB1 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,85.76,Merchandise,2022
5/8/2022,5/8/2022,CIRCLE K 01667 PHOENIX AZ00874R,48.72,Gasoline,2022
5/8/2022,5/8/2022,FIRST WATCH - 041 PHOENIX AZ,62,Restaurants,2022
5/8/2022,5/8/2022,PHOENIX SUNS 602-514-5444 AZMIC3DF7800-5JSUJ,778,Travel/ Entertainment,2022
5/8/2022,5/8/2022,SLICE*VIADELLASLICESHO 8889749928 NYAPPLE PAY ENDING IN 4775,61.62,Restaurants,2022
5/8/2022,5/8/2022,TST* PEDAL HAUS PHX PHOENIX AZ00003115006991738555AA,70,Restaurants,2022
5/8/2022,5/8/2022,UBER CORNERSHOP 866-576-1039 CA,10,Supermarkets,2022
5/9/2022,5/9/2022,AMZN MKTP US*1L9WG0X11 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,54.28,Merchandise,2022
5/9/2022,5/9/2022,MCDONALD'S F20697 PHOENIX AZ,13.66,Restaurants,2022
5/9/2022,5/9/2022,STEAM PURCHASE 425-952-2985 WA,64.73,Travel/ Entertainment,2022
5/9/2022,5/9/2022,UBER PENDING SAN FRANCISCOCA,6.43,Travel/ Entertainment,2022
5/9/2022,5/9/2022,UBER PENDING SAN FRANCISCOCA,7.9,Travel/ Entertainment,2022
5/9/2022,5/9/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,5,Travel/ Entertainment,2022
5/9/2022,5/9/2022,UBER TRIP HELP.UBER.CO SAN FRANCISCOCA,12.86,Travel/ Entertainment,2022
5/10/2022,5/10/2022,AMZN MKTP US*133PF08Z2 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,21.67,Merchandise,2022
5/10/2022,5/10/2022,ONLYFANS 8886880458 FL,10.62,Merchandise,2022
5/10/2022,5/10/2022,PHOENIX SUNS CONCESSIONS PHOENIX AZ,29.98,Restaurants,2022
5/10/2022,5/10/2022,PHOENIX SUNS CONCESSIONS PHOENIX AZ,39.11,Restaurants,2022
5/10/2022,5/10/2022,SQ *THE WHINING PIG DO TEMPE AZ0001152921511383260366,17.33,Restaurants,2022
5/11/2022,5/11/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW961WYX0A0,15.89,Merchandise,2022
5/11/2022,5/11/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,6.6,Restaurants,2022
5/11/2022,5/11/2022,SQ *BIG PAPA HPT (JAY) PHOENIX AZ0002305843015618183201,37.5,Services,2022
5/11/2022,5/11/2022,UBER PENDING SAN FRANCISCOCA,12.22,Travel/ Entertainment,2022
5/12/2022,5/12/2022,FIVE GUYS 4053 QSR GLENDALE AZ,47.7,Restaurants,2022
5/12/2022,5/12/2022,UBER PENDING SAN FRANCISCOCA,28.18,Travel/ Entertainment,2022
5/12/2022,5/12/2022,UBER TRIP 866-576-1039 CA,5,Travel/ Entertainment,2022
5/12/2022,5/12/2022,UBER TRIP 866-576-1039 CA,18.32,Travel/ Entertainment,2022
5/14/2022,5/14/2022,SQ *PHOENIX PERFORMING PHOENIX AZ0002305843015646210851,20.7,Travel/ Entertainment,2022
5/14/2022,5/14/2022,THAI BASIL SIGNATURE DOW PHOENIX AZ,30,Restaurants,2022
5/14/2022,5/14/2022,UBER PENDING SAN FRANCISCOCA,9.41,Travel/ Entertainment,2022
5/14/2022,5/14/2022,UBER TRIP 866-576-1039 CA,10,Travel/ Entertainment,2022
5/15/2022,5/15/2022,CIRCLE K # 03447 PHOENIX AZ20220515,4.08,Merchandise,2022
5/15/2022,5/15/2022,ONLYFANS 8886880458 FL,7.43,Merchandise,2022
5/15/2022,5/15/2022,ROKU FOR VIKI INC 8162728107 DE,10.85,Services,2022
5/15/2022,5/15/2022,TST* BREAKFAST BITCH 2 PHOENIX AZ00007311007075213638AA,73.4,Restaurants,2022
5/15/2022,5/15/2022,UBER TRIP 866-576-1039 CA,6.26,Travel/ Entertainment,2022
5/16/2022,5/16/2022,CIRCLE K # 03447 PHOENIX AZ01631R,11.65,Gasoline,2022
5/16/2022,5/16/2022,ONLYFANS.COM 8886880458 IL,8.5,Merchandise,2022
5/17/2022,5/17/2022,AMZN MKTP US*1L5EH1PW0 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,39.09,Merchandise,2022
5/17/2022,5/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2022
5/17/2022,5/17/2022,UBER EATS 866-576-1039 CA,3,Restaurants,2022
5/17/2022,5/17/2022,UBER EATS 866-576-1039 CA,19.56,Restaurants,2022
5/18/2022,5/18/2022,AMZN MKTP US*1L95D1QX2 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,30.94,Merchandise,2022
5/18/2022,5/18/2022,CKE*IKES LOVE AND SANDWI PHOENIX AZ,23.3,Restaurants,2022
5/18/2022,5/18/2022,FATTY DADDYS ICE CREAM PHOENIX AZ,18.29,Restaurants,2022
5/18/2022,5/18/2022,SP STRAW AND WOOL 6028884761 AZ,65.18,Merchandise,2022
5/18/2022,5/18/2022,UBER PENDING SAN FRANCISCOCA,26.85,Travel/ Entertainment,2022
5/18/2022,5/18/2022,UBER TRIP 866-576-1039 CA,19.57,Travel/ Entertainment,2022
5/19/2022,5/19/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW987JN2BA0,5.29,Merchandise,2022
5/19/2022,5/19/2022,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-41.23,Awards and Rebate Credits,2022
5/19/2022,5/19/2022,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2022
5/19/2022,5/19/2022,ONLYFANS 8886880458 FL,10.62,Merchandise,2022
5/20/2022,5/20/2022,BEACH LIQUORS INC SANTA CRUZ CAAPPLE PAY ENDING IN 4775,5.3,Merchandise,2022
5/20/2022,5/20/2022,CKE*IKE S - BURLINGA 140 BURLINGAME CAAPPLE PAY ENDING IN 4775,27.06,Restaurants,2022
5/20/2022,5/20/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0JOYEQS,70.58,Travel/ Entertainment,2022
5/20/2022,5/20/2022,UBER TRIP 866-576-1039 CA,7.2,Travel/ Entertainment,2022
5/20/2022,5/20/2022,UBER TRIP 866-576-1039 CA,48.05,Travel/ Entertainment,2022
5/22/2022,5/22/2022,UBER TRIP 866-576-1039 CA,9.39,Travel/ Entertainment,2022
5/25/2022,5/25/2022,CAFFE CENTRAL BURLINGAME CA,30.08,Restaurants,2022
5/25/2022,5/25/2022,PEET'S #01802 BURLINGAME CA02559R,4.35,Restaurants,2022
5/25/2022,5/25/2022,PEET'S #01802 BURLINGAME CA02563R,12.6,Restaurants,2022
5/25/2022,5/25/2022,TEASPOON- BURLINGAME BURLINGAME CA,9.69,Restaurants,2022
5/25/2022,5/25/2022,UBER TRIP 866-576-1039 CA,7.66,Travel/ Entertainment,2022
5/26/2022,5/26/2022,CENTURY THEATRES 485 REDWOOD CITY CA04850096154E,13.15,Travel/ Entertainment,2022
5/26/2022,5/26/2022,SQ *BLUE BOTTLE COFFEE SAN MATEO CA0002305843015706658666,7.66,Restaurants,2022
5/26/2022,5/26/2022,SQ *FIERO CAFFE SAN MATEO CA0001152921511437662356,3.56,Restaurants,2022
5/26/2022,5/26/2022,SQ *FIERO CAFFE SAN MATEO CA0001152921511436857844,21.65,Restaurants,2022
5/26/2022,5/26/2022,UBER PENDING SAN FRANCISCOCA,9.39,Travel/ Entertainment,2022
5/27/2022,5/27/2022,ATI10113-05720079 310-627-2866 CAAPPLE PAY ENDING IN 4775,9.75,Travel/ Entertainment,2022
5/28/2022,5/28/2022,CAFFE CENTRAL BURLINGAME CA,38.99,Restaurants,2022
5/29/2022,5/29/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW9B3SSZMA0,3.17,Merchandise,2022
5/29/2022,5/29/2022,OCULUS *YAMLBDPD92 OCULUS.COM CAP4943057269139443,16.28,Merchandise,2022
5/30/2022,5/30/2022,LINKEDIN-698*8895866 LNKD.IN/BILL CA1863218766-6988895866,43.43,Merchandise,2022
5/31/2022,5/31/2022,CAFFE CENTRAL BURLINGAME CA,5.41,Restaurants,2022
5/31/2022,5/31/2022,CAFFE CENTRAL BURLINGAME CA,13.36,Restaurants,2022
5/31/2022,5/31/2022,CAFFE CENTRAL BURLINGAME CA,32.14,Restaurants,2022
5/31/2022,5/31/2022,WALGREENS #12257 BURLINGAME CA,17.52,Merchandise,2022
6/1/2022,6/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise,2022
6/1/2022,6/3/2022,SPOTIFY P1BC6CEF8D 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
6/2/2022,6/2/2022,INTEREST CHARGE ON PURCHASES,99.24,Interest,2022
6/2/2022,6/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
6/3/2022,6/3/2022,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2022
6/3/2022,6/3/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,79.38,Merchandise,2022
6/4/2022,6/4/2022,SAFEWAY #1547 BURLINGAME CA,9.32,Supermarkets,2022
6/4/2022,6/4/2022,SQ *TPUMPS BURLINGAME BURLINGAME CA0001152921511466194853,6.5,Supermarkets,2022
6/4/2022,6/4/2022,TST* BLUE LINE PIZZA - 650-375-1700 CAAPPLE PAY ENDING IN 477500020155007293490897AA,21.19,Restaurants,2022
6/5/2022,6/5/2022,AXS.COM*FESTIVAL GV R 888-929-7849 CA3166625,433.95,Travel/ Entertainment,2022
6/5/2022,6/5/2022,ONLYFANS 8886880458 FL,12.75,Merchandise,2022
6/5/2022,6/5/2022,ONLYFANS.COM 8886880458 IL,6.37,Merchandise,2022
6/5/2022,6/5/2022,UBER PENDING SAN FRANCISCOCA,9.99,Travel/ Entertainment,2022
6/6/2022,6/6/2022,UBER EATS 866-576-1039 CA,7.93,Restaurants,2022
6/6/2022,6/6/2022,UBER EATS 866-576-1039 CA,51.41,Restaurants,2022
6/8/2022,6/8/2022,CAFFE CENTRAL BURLINGAME CA,13.36,Restaurants,2022
6/8/2022,6/8/2022,STORE*TEA PLUS NOODLES 6506819470 CA,52.45,Restaurants,2022
6/9/2022,6/9/2022,COPENHAGEN BAKERY & CAFE BURLINGAME CA,18.8,Merchandise,2022
6/10/2022,6/10/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW9JHZN12A0,15.89,Merchandise,2022
6/10/2022,6/10/2022,ONLYFANS 8886880458 FL,10.62,Merchandise,2022
